,tweet
6286,"['live', 'fag', 'box']"
6287,"['better', 'also', 'bitch', 'littl']"
6288,"['intrigu', 'time', 'cracker', 'chees', 'blue', 'repuls']"
6289,"['get', 'faggot', 'oh', 'twitter', 'diseas', 'shut', 'overus']"
6290,"['nig', 'not']"
6291,"['starv', 'bitch', 'i']"
6292,"['make', 'bitch', 'mad', 'girl', 'a']"
6293,"['pussi', 'handl', 'kitti', 'could', 'iowa', 'here']"
6294,"['hiss', 'sound', 't-rex', 'snake', 'eleph', 'like', 'crow', 'stegosauru', 'cross', 'pterodactyl', 'parrot']"
6295,"['let', 'great', 'hoe']"
6296,"['mani', 'hoe', 'i', 'see', 'lure', 'trna']"
6297,"['cuddl', 'super', 'everi', 'ever', 'main', 'i', 'coon', 'total', 'met', 'bum', 'guy', 'friendli', 'one']"
6298,"['fag', 'lol']"
6299,"['done', 'next', 'bitch', 'gay', 'pound', 'as', 'it', 'get', 'i', 'love', 'whitney']"
6300,"['real', 'bitch', 'lil']"
6301,"['pussi', 'love', 'whi', 'understand', 'everyon']"
6302,"['quot', 'tag', 'bitch']"
6303,"['bad', 'r', 'bitch', 'roe']"
6304,['retard']
6305,"['also', 'trash', 'i', 'chang', 'go', 'sleep', 'phone', 'put', 'back']"
6306,"['honestli', 'whoever', 'level', 'bitch', 'as', 'fuck', 'get', 'tupac', 'never', 'go', 'agre', 'nigra']"
6307,['fag']
6308,"['life', 'much', 'give', 'bitch', 'peopl', 'deserv', 'understand', 'stop', 'insight', 'vent']"
6309,"['man', 'girl', 'bitch', 'i', 'let', 'want', 'would', 'stand']"
6310,"['swear', 'straight', 'bitch']"
6311,"['el', 'meet', 'bitch', 'annoy', 'fight', 'shit', 'as', 'could', 'fuck', 'boy', 'shut', 'still', 'somewher']"
6312,"['bitch', 'fuck', 'nigra']"
6313,"['bitch', 'look', 'like', 'as', 'yo', 'sesam', 'street', 'ugli', 'charact', 'one']"
6314,"['bitch', 'bout', 'i', 'box', 'talk', 'read', 'nigra']"
6315,"['bitch', 'wwf', 'trna']"
6316,"['bitch', 'bout', 'shit', 'fuck', 'champ', 'straight', 'made', 'nigra']"
6317,"['mama', 'rais', 'bitch', 'right']"
6318,"['someon', 'bitch', 'shit', 'fight', 'fuck', 'ignor', 'huh', 'want', 'talk', 'lot', 'mama', 'rais']"
6319,"['spit', 'thought', 'peopl', 'fuck', 'could', 'lower', 'stupid', 'dare', 'get', 'cunt', 'littl', 'fan', 'p.']"
6320,"['get', 'fuck', 'faggot', 'fun', 'depos']"
6321,"['nice', 'bigger']"
6322,"['hoe', 'bg', 'lol', 'break', 'forgot', 'oh', 'retard', 'mao', 'femm']"
6323,"['god', 'bless', 'whitey', 'tomorrow', 'sleep']"
6324,"['quit', 'bitch']"
6325,"['hoe', 'oh', 'bout', 'trip']"
6326,"['as', 'lotion', 'bitch', 'put', 'nigra']"
6327,"['got', 'win', 'nicra', 'mao']"
6328,"['ok', 'raw', 'nigger']"
6329,"['bomb', 'yea', 'flavor', 'lol', 'yellow', 'think', 'one', 'ink', 'p.']"
6330,['pussi']
6331,"['bitch', 'peopl', 'drama', 'know', 'said', 'call', 'triest']"
6332,['pussi']
6333,"['lol', 'yeah', 'traitor', 'call', 'one', 'race']"
6334,"['kind', 'bitch', 'like', 'know', 'well', 'murder', 'twitter', 'littl', 'list', 'child', 'would', 'weird']"
6335,"['done', 'bitch', 'okay', 'readi', 'said']"
6336,"['bitch', 'fam', 'yo', 'stop', 'tell', 'call']"
6337,"['express', 'mail', 'bitch', 'overnight', 'deliveri', 'send']"
6338,"['aha', 'welcom', 'a']"
6339,"['even', 'trip', 'got', 'lol']"
6340,"['lol', 'look', 'realist']"
6341,['lol']
6342,"['life', 'lol', 'aha', 'know', 'me']"
6343,"['pussi', 'attempt', 'acknowledg', 'hairi', 'notic', 'avoid', 'help']"
6344,"['tho', 'pussi', 'stori', 'hairi', 'perpetu', 'oh', 'no', 'differ']"
6345,"['pussi', 'mine', 'a', 'a']"
6346,"['introduc', 'warm', 'keep', 'aka', 'want', 'coon', 'should']"
6347,"['let', 'great', 'dream', 'coon']"
6348,"['hop', 'got', 'slow', 'fake', 'know', 'n', 'quot', 'hip', 'coon', 'hr', 'love', 'hebron']"
6349,"['pussi', 'shit']"
6350,"['judg', 'monkey']"
6351,"['nig', 'i', 'a']"
6352,"['bad', 'bitch', 'bright', 'like', 'shine']"
6353,"['hoe', 'gon', 'blame', 'could', 'tammi']"
6354,"['monkey', 'train', 'like', 'perform', 'hole', 'good', 'stink', 'shut', 'trick']"
6355,"['call', 'post', 'bitch', 'presid', 'bitter', 'angri', 'look', 'washington', 'ignor', 'mirror', 'racist', 'ask']"
6356,"['way', 'bitch', 'also', 'i', 'come', 'either', 'bring', 'windsor', 'go', 'plea', 'a', 'a', 'p.']"
6357,"['nah', 'bitch', 'dyke']"
6358,"['love', 'me', 'know', 'bitch', 'a']"
6359,"['bitch', 'ha', 'know', 'a']"
6360,"['bitch', 'kitchen', 'swag', 'heat', 'get', 'stand', 'a']"
6361,"['call', 'hate', 'you', 'like', 'pipe', 'fuck', 'bitch', 'ex', 'back', 'holi', 'boyfriend', 'damn', 'peac', 'thank']"
6362,"['trust', 'fag', 'like', 'i', 'damn', 'me', 'tweeter']"
6363,"['back', 'bitch', 'taken', 'i']"
6364,"['slay', 'as', 'i', 'dare', 'quaf', 'fruiti', 'tranni']"
6365,"['funni', 'bitch', 'blond']"
6366,"['hey', 'foul', 'need', 'languag', 'like']"
6367,"['hoe', 'hey', 'alreadi', 'polli', 'uk']"
6368,"['call', 'trash', 'a']"
6369,"['bitch', 'asshol', 'wors', 'hear', 'i', 'well', 'oh', 'daili', 'basi', 'sure', 'littl', 'yep', 'p.']"
6370,"['yanke', 'suck', 'as', 'bum', 'foh']"
6371,"['winter', 'stop', 'now', 'nice', 'wind', 'well', 'snow', 'coon', 'poor', 'here', 'out', 'would', 'might']"
6372,"['pussi', 'aha']"
6373,"['bitch', 'know']"
6374,"['bitch', 'a', 'a']"
6375,"['funni', 'bitch', 'shit', 'a', 'a', 'a']"
6376,"['drive', 'bitch', 'shit', 'let', 'yo', 'surpris', 'look', 'mama', 'a', 'a', 'a', 'a']"
6377,"['post', 'trash', 'like', 'worst', 'know', 'beauti', 'talk', 'lyric', 'about']"
6378,"['forget', 'bitch', 'marri', 'nappi', 'head', 'ugli', 'butt', 'muslim']"
6379,"['browni', 'lol', 'daydream', 'hit', 'i', 'fun', 'beauti', 'alway', 'would', 'needi']"
6380,"['dumb', 'bitch', 'r', 'th']"
6381,"['bitch', 'bring']"
6382,"['like', 'sound', 'dude', 'faggot', 'nah', 'mostli']"
6383,"['twitter', 'bruv', 'safe', 'nigger']"
6384,"['sex', 'bitch', 'too', 'everi', 'girl', 'wrong', 'look', 'hot', 'know', 'good', 'want', 'guy', 'fat', 'skin']"
6385,"['must', 'i', 'law', 'clam', 'bread', 'bowl', 'serv', 'crowder', 'aha']"
6386,"['yo', 'bitch', 'bus', 'rug']"
6387,"['main', 'bitch', 'due']"
6388,"['actual', 'pretti', 'anim', 'cashier', 'i', 'eat', 'cracker', 'easi', 'right', 'lollo']"
6389,"['bonfir', 'hoe', 'saturday', 'time']"
6390,"['fag', 'name', 'hey', 'first', 'do', 'guy']"
6391,"['fag', 'a']"
6392,"['bitch', 'moder', 'want', 'hard', 'romney', 'slap']"
6393,"['got', 'instead', 'lol', 'look', 'like', 'bitch', 'bulldog']"
6394,"['hate', 'bitch', 'quit', 'as', 'oyster', 'ya', 'look']"
6395,"['got', 'today', 'slope', 'lucki', 'wash', 'feel', 'combin', 'rough', 'littl', 'go', 'nope', 'make']"
6396,"['shi', 'lizzi', 'a']"
6397,"['call', 'eachoth', 'make', 'ignor', 'know', 'i', 'kid', 'love', 'funni', 'black', 'bet', 'nigger']"
6398,"['bitch', 'time']"
6399,"['bitch', 'ye', 'said', 'alreadi', 'come', 'stop', 'school', 'high', 'nigra']"
6400,"['bitch', 'song', 'ye', 'fuck', 'fuck', 'r', 'talk', 'about', 'wwf']"
6401,"['bitch', 'shit', 'as', 'i', 'sick', 'come', 'realli', 'talk', 'go', 'plc']"
6402,"['pussi', 'happen', 'like', 'as', 'let', 'go', 'plan']"
6403,"['weekend', 'bitch', 'everi', 'fight', 'fuck', 'excus', 'make', 'stu', 'plan']"
6404,"['el', 'bitch', 'someon', 'shit', 'dumb', 'told', 'go', 'shut', 'of']"
6405,"['next', 'weekend', 'bitch', 'come', 'year']"
6406,"['tho', 'pussi', 'as', 'know', 'yo', 'see', 'boy', 'want', 'scari', 'talk', 'stu']"
6407,"['fuck', 'trash', 'trailer']"
6408,"['bitch', 'yo', 'address', 'realli', 'mean', 'naw']"
6409,"['keep', 'bitch', 'talk']"
6410,"['bitch', 'boy', 'east', 'fuck', 'come', 'town', 'mall']"
6411,"['bitch', 'as', 'east', 'know', 'let', 'yo', 'bring', 'town', 'mall']"
6412,"['bitch', 'as', 'east', 'bring', 'town']"
6413,"['call', 'yea', 'shit', 'noth', 'look', 'dumb', 'fuck', 'know', 'speak', 'talk', 'retard']"
6414,"['bitch', 'fight', 'east', 'oh', 'come', 'go', 'town']"
6415,"['true', 'yea', 'bitch']"
6416,"['pussi', 'shit', 'like', 'as', 'fuck', 'act', 'talk', 'still', 'nigra']"
6417,"['pussi', 'state', 'anoth', 'shit', 'dat', 'talk', 'go']"
6418,"['bitch', 'heard', 'like', 'mama', 'rais']"
6419,"['bitch', 'ye', 'name', 'fuck', 'boy', 'said']"
6420,"['day', 'bitch', 'born', 'shit', 'tx', 'as', 'i', 'dalla', 'back', 'yo', 'make', 'rais', 'duck', 'money', 'nigra']"
6421,"['pussi', 'give', 'as', 'fuck', 'think', 'real', 'would', 'nigra', 'stu', 'mao']"
6422,"['pussi', 'run', 'boy', 'like', 'back', 'up', 'think', 'mouth', 'word']"
6423,"['blood', 'bitch', 'fuck', 'fuck', 'get', 'address', 'yo', 'real', 'tell']"
6424,"['done', 'bitch', 'sunset', 'like', 'as', 'dumb', 'fuck', 'year', 'act', 'littl', 'scari', 'time', 'nephew', 'old', 'reader']"
6425,"['bitch', 'as', 'hu', 'go', 'feel']"
6426,"['man', 'bitch', 'whoop', 'as', 'show', 'stop', 'made', 'nigra']"
6427,"['got', 'bitch', 'shit', 'like', 'assum', 'fuck', 'stop', 'ugli', 'said', 'made', 'stu']"
6428,"['bitch', 'look', 'as', 'fuck', 'understand', 'care', 'scari', 'think', 'would', 'nigra']"
6429,"['pussi', 'got', 'blood']"
6430,"['pussi', 'bitch', 'fight', 'as', 'want', 'talk']"
6431,"['bitch', 'show', 'worri', 'talk', 'sure', 'phone', 'make', 'stu']"
6432,"['bitch', 'you', 'like', 'fuck', 'fuck', 'even', 'realli', 'talk']"
6433,"['bitch', 'say', 'shit', 'like', 'fam', 'as', 'page', 'get', 'wack', 'wwf', 'strong', 'lamb']"
6434,"['bitch', 'fight', 'want', 'shit', 'as', 'show', 'up', 'get', 'yo', 'twitter', 'friendli', 'make', 'bet', 'trna']"
6435,"['bitch', 'shit', 'yesterday', 'time', 'discus', 'facet']"
6436,"['bitch', 'tl', 'fuck', 'get', 'mean']"
6437,"['life', 'bitch', 'block', 'as', 'get', 'lame', 'go']"
6438,"['bitch', 'today', 'fight', 'let', 'think', 'go', 'again', 'u']"
6439,"['meet', 'bitch']"
6440,"['bitch', 'say', 'traffic', 'stop', 'make', 'excus']"
6441,"['hoe', 'fake', 'bitch', 'bout', 'noth', 'as', 'oh', 'box', 'nigra', 'that']"
6442,"['term', 'describ', 'bitch']"
6443,"['life', 'bitch', 'bout', 'page', 'get', 'oh', 'talk', 'nigra', 'stu']"
6444,"['meet', 'bitch', 'what', 'ur', 'fuck', 'dm', 'show', 'weak', 'call', 'ask', 'tweeter', 'test', 'trna']"
6445,"['must', 'bitch', 'what', 'senior', 'tx', 'head', 'fuck', 'show', 'flew', 'boy', 'school', 'high', 'cut', 'plan']"
6446,"['bitch', 'fuck', 'as', 'fuck', 'know', 'play', 'friendli', 'smoke', 'would']"
6447,"['bitch', 'as', 'know', 'play', 'friend', 'vine', 'say', 'littl', 'worri', 'facet', 'wwf']"
6448,"['pussi', 'bitch', 'shit', 'prove', 'action', 'r', 'thank', 'point', 'boy', 'talk', 'still', 'wwf', 'of']"
6449,"['bitch', 'understand', 'pa', 'talk', 'funni', 'stu']"
6450,"['bitch', 'bye']"
6451,"['hoe', 'meet', 'senior', 'catch', 'high', 'plan']"
6452,"['pussi', 'bitch', 'fake', 'look', 'angri', 'older', 'as', 'like', 'boy', 'taller', 'make', 'ha', 'bodi', 'stu']"
6453,"['sinc', 'as', 'understand', 'let', 'retard', 'say', 'clearli']"
6454,"['got', 'you', 'as', 'fuck', 'exactli', 'know', 'retard', 'shut', 'would', 'wwf']"
6455,"['bitch', 'swear', 'fuck', 'game', 'scari', 'littl', 'think', 'huh', 'nigra']"
6456,"['hoe', 'give', 'name', 'as', 'address', 'scari', 'real']"
6457,"['bitch', 'shit', 'like', 'sound', 'say', 'littl', 'nag']"
6458,"['like', 'i', 'keep', 'talk', 'talk', 'go', 'make', 'retard']"
6459,"['pussi', 'fight', 'let', 'stop', 'settl', 'u']"
6460,"['ur', 'bitch', 'rais', 'dad', 'made', 'nigra', 'mao']"
6461,"['meet', 'pussi', 'back', 'hitch', 'stop', 'word']"
6462,"['bitch', 'ok', 'see', 'mother', 'go', 'funni', 'fucker', 'mika']"
6463,"['bitch', 'naw', 'shit', 'fam', 'as', 'fuck', 'gtf', 'i', 'oh', 'friendli', 'made', 'nigra']"
6464,"['bitch', 'went', 'homeboy', 'get', 'naw', 'go', 'nigra', 'test']"
6465,"['talk', 'give', 'bitch', 'scratch', 'shit', 'fuck', 'back', 'stop', 'littl', 'want', 'realli', 'fli', 'word', 'nigra']"
6466,"['ill', 'bitch', 'fight', 'last', 'like', 'check', 'fuck', 'i', 'get', 'show', 'time', 'real', 'call', 'nigra']"
6467,"['bitch', 'bout', 'ever', 'talk', 'school', 'choic', 'nigra']"
6468,"['pussi', 'bout', 'as', 'fuck', 'white', 'show', 'oh', 'yo', 'boy', 'talk', 'scari', 'lame']"
6469,"['grade', 'pussi', 'wise', 'simpl', 'as', 'get', 'oh', 'twitter', 'say', 'boy', 'box', 'stu']"
6470,['pussi']
6471,"['pussi', 'term', 'nigra']"
6472,"['bitch', 'straight', 'licens', 'revok', 'stop', 'make', 'mean', 'excus', 'g', 'restrict']"
6473,"['pussi', 'as', 'know', 'get', 'twitter', 'sorri', 'tell']"
6474,"['to', 'bitch', 'bring']"
6475,"['tho', 'pussi', 'dem', 'shoot', 'as', 'hand', 'tool', 'want', 'bet', 'nigra']"
6476,"['pussi', 'like', 'dumb', 'as', 'feel', 'boy']"
6477,"['bitch', 'got', 'dick', 'fuck', 'drop', 'i', 'get', 'go', 'nigra']"
6478,"['way', 'bitch', 'want', 'drive', 'made', 'plan']"
6479,"['express', 'someon', 'bitch', 'blood', 'break', 'like', 'fuck', 'panda', 'get', 'stick', 'want', 'go', 'plan', 'plan']"
6480,"['pussi', 'bitch', 'as', 'show', 'see', 'made', 'saturday', 'nigra']"
6481,"['hoe', 'talk', 'ugli', 'sure', 'umm']"
6482,"['pussi', 'tx', 'r', 'boy', 'talk', 'wwf', 'plan']"
6483,"['think', 'pussi', 'as', 'ole', 'wwf', 'nigra']"
6484,"['ye', 'fuck', 'bitch', 'squar']"
6485,"['fuck', 'dumb', 'fuck', 'live', 'know', 'address', 'full', 'would', 'retard', 'plan']"
6486,"['bitch', 'fuck', 'i', 'even', 'go', 'sleep', 'funni', 'retir']"
6487,"['alright', 'fag', 'thi', 'a']"
6488,"['home', 'fag', 'today', 'shit', 'like', 'feel', 'put']"
6489,"['dm', 'answer', 'slid', 'bitch']"
6490,"['crowd', 'mean', 'crow']"
6491,"['bad', 'bitch', 'pretti', 'dime', 'i', 'sure', 'word', 'shanti']"
6492,"['hoe', 'impli', ""c'mon"", 'nothin', 'kim', 'bro', 'lil', 'two', 'p.']"
6493,"['note', 'take', 'bitch', 'a', 'need', 'a']"
6494,"['hoe', 'safe', 'nigra']"
6495,"['bitch', 'fuck']"
6496,"['hoe', 'got', 'cost', 'as', 'babi', 'wash', 'honda']"
6497,"['call', 'bird', 'want', 'phone', 'voic', 'migg']"
6498,"['hoe', 'watch', 'tv']"
6499,"['bitch', 'boy', 'crazi', 'madison', 'scholarship', 'as', 'play', 'white', 'law', 'play', 'go', 'harvard', 'nigra']"
6500,"['spit', 'shut', 'bitch']"
6501,"['hoe', 'owe', 'shit', 'need', 'shoot', 'interest', 'anyway']"
6502,"['spit', 'hoe', 'bitch', 'as', 'cash', 'put', 'take', 'seen', 'fat', 'money', 'emma']"
6503,"['bad', 'got', 'bitch', 'marri', 'like', 'feel', 'brush']"
6504,['bitch']
6505,"['bitch', 'lol']"
6506,"['as', 'bitch', 'bos', 'i']"
6507,"['fag', 'lol', 'fun', 'sit', 'him', 'make', 'stand']"
6508,"['outta', 'fag', 'shit', 'robe', 'smack', 'a', 'fuck']"
6509,"['bitch', 'music']"
6510,"['bitch', 'fuck']"
6511,['faggot']
6512,"['heard', 'speech', 'shove', 'throat', 'stop', 'free', 'me', 'lifestyl', 'oppress', 'amend', 'st']"
6513,"['bitch', 'everyon', 'ugli', 'leav', 'one']"
6514,"['hoe', 'dyke', 'look', 'stu']"
6515,"['bitch', 'born', 'park', 'parent', 'black', 'i', 'lot', 'left', 'least', 'mcdonald']"
6516,"['bitch', 'as', 'fuck', 'it', 'smelli', 'jump', 'convers', 'one', 'p.']"
6517,"['argu', 'bitch', 'shit', 'on', 'n', 'address', 'said', 'slick', 'simpl', 'p.', 'uk']"
6518,"['man', 'doubt', 'highli', 'as', 'woman', 'let', 'care', 'real', 'fat', 'ho', 'polli', 'fuck']"
6519,"['bitch', 'wrong', 'as', 'first', 'mention', 'yo', 'wit', 'psychot', 'of']"
6520,"['holder', 'hate', 'peopl', 'my', 'studi', 'reveng', 'whitey', 'get', 'critic', 'may', 'theori', 'race', 'hustl']"
6521,"['bomb', 'someon', 'bitch', 'statu', 'defend', 'drop', 'full', 'knowledg', 'made']"
6522,"['hillbilli', 'usual', 'ur', 'lol', 'black', 'none', 'liv', 'either', 'tell', 'redneck', 'place']"
6523,"['look', 'like', 'hooker', 'cheap', 'ew', 'tranni']"
6524,"['scandal', 'hoe', 'then', 'mao']"
6525,"['di', 'color', 'hope', 'like', 'know', 'actin', 'nigra']"
6526,"['draw', 'give', 'look', 'without', 'close', 'retard', 'make', 'mouth', 'omf', 'teeth', 'one']"
6527,"['yo', 'bitch', 'fuck', 'as']"
6528,"['pink', 'shi', 'look', 'gay', 'fuck', 'as', 'faggot', 'aha']"
6529,"['ill', 'lol', 'someth', 'flip', 'cash', 'i', 'get', 'anyth', 'better', 'nig', 'trna']"
6530,['hoe']
6531,"['mayb', 'next', 'give', 'yanke', 'year', 'mean', 'tanker']"
6532,"['good', 'dyke', 'ha', 'fat']"
6533,"['van', 'kri', 'know', 'ghetto', 'anyth', 'griff', 'sperri']"
6534,"['talkin', 'right', 'bout', 'bitch', 'get']"
6535,"['hoe', 'societi', 'fight', 'shit', 'gay', 'sinc', 'work', 'expo', 'neg', 'anyth', 'super']"
6536,"['call', 'cock', 'faggot', 'block']"
6537,"['use', 'fuck', 'pu', 'bitch', 'hook', 'ya']"
6538,"['tri', 'pussi']"
6539,"['breath', 'twat', 'dick', 'flicker', 'at least']"
6540,"['trashi', 'wipe', 'as', 'bitch', 'at least']"
6541,"['bitch', 'talker', 'sho', 'i', 'stu']"
6542,"['hoe', 'bitch', 'i', 'r/2', 'sad']"
6543,['bitch']
6544,"['ur', 'bitch', 'r', 'avi', 'ugli']"
6545,"['bitch', 'a']"
6546,"['got', 'bitch', 'bligh', 'ladi', 'natti', 'fridg']"
6547,"['mani', 'hoe', 'a']"
6548,"['fag', 'text']"
6549,['fag']
6550,"['nick', 'mick', 'wait', 'n', 'a']"
6551,"['hoe', 'bitch', 'shit', 'dumb', 'fuck', 'get', 'matter', 'go', 'fact', 'go', 'cut', 'nigra']"
6552,"['as', 'bitch', 'prude', 'basic', 'stu']"
6553,"['bro', 'u', 'slope']"
6554,"['sinc', 'trash', 'talk']"
6555,['faggot']
6556,"['famili', 'man', 'girl', 'park', 'quit', 'happi', 'sissi', 'cri', 'lot', 'faggot', 'see', 'babi', 'littl', 'bitch', 'cri']"
6557,"['hu', 'faggot', 't', 'don', 'littl', 'a']"
6558,"['look', 'like', 'as', 'watch', 'uncl', 'rasta', 'tom', 'probabl']"
6559,"['sick', 'bitch']"
6560,"['leprechaun', 'strong', 'forc', 'are']"
6561,"['around', 'bitch', 'swat', 'bit', 'feel', 'i', 'serious', 'sorri', 'littl', 'him', 'night', 'stay', 'aha']"
6562,"['way', 'bitch', 'fuck']"
6563,"['gay', 'as', 'fag', 'shit']"
6564,"['way', 'bitch', 'fuck']"
6565,"['suck', 'bitch', 'suck']"
6566,"['call', 'also', 'nice', 'though', 'ob', 'faggot', 'nah', 'tri', 'probabl', 'would']"
6567,"['typic', 'ghetto', 'girl']"
6568,"['pussi', 'dick', 'as', 'dp', 'aka', 'damn', 'time', 'doubl', 'penetr']"
6569,"['yu', 'back', 'bitch', 'call']"
6570,"['bitch', 'practic', 'fuck', 'as', 'need', 'bring']"
6571,"['bitch', 'text']"
6572,"['see', 'bitch', 'wait', 'trw', 'gatsbi']"
6573,['nigger']
6574,"['dey', 'like', 'look', 'away', 'black', 'like', 'ape', 'magazin', 'dat', 'folk', 'da', 'one']"
6575,"['bitch', 'shit', 'fast', 'yeah', 'yo', 'read', 'a']"
6576,"['ah', 'bit', 'bitch', 'lil', 'a', 'a', 'a', 'a']"
6577,"['famili', 'got', 'bitch', 'girl', 'lil', 'second', 'ohh', 'go', 'ffr', 'fuck']"
6578,"['pussi', 'salti']"
6579,"['hoe', 'room', 'sloppi', 'like', 'mess', 'twitter', 'big']"
6580,"['browni', 'run', 'eat', 'chip', 'skip']"
6581,"['like', 'bitch', 'pretti']"
6582,"['pussi', 'like', 'bc', 'tomorrow', 'robe', 'one', 'cur']"
6583,"['tho', 'not', 'bitch', 'as', 'know', 'i', 'get', 'bitch', 'beat', 'sure', 'would', 'fact', 'a']"
6584,"['linda', 'rn', 'retard']"
6585,"['eh', 'take', 'loser']"
6586,['bitch']
6587,['bitch']
6588,"['bitch', 'exactli']"
6589,"['pussi', 'dm', 'back', 'lil', 'hmm']"
6590,"['mani', 'member', 'approxim', 'seal', 'bird', 'team', 'crash', 'suppos', 'one', 'r/2']"
6591,"['fuck', 'idiot', 'faggot', 'stop', 'omg', 'call', 'kindergarten', 'plc']"
6592,"['slap', 'hoe', 'a']"
6593,"['ud', 'pussi', 'see', 'get']"
6594,"['mk', 'hun']"
6595,"['got', 'bitch', 'fuck', 'it', 'drop', 'minut', 'team', 'nigra']"
6596,"['busi', 'live', 'lol', 'none', 'bitch', 'i', 'get', 'steal', 'one', 'a', 'a', 'a', 'nigra']"
6597,"['like', 'as', 'retard', 'disgust', 'belong', 's', 'retard', 'talk', 'logic', 'ban', 'hip-hop']"
6598,"['lol', 'worm', 'earli', 'catch', 'get', 'bird', 'thi', 'p.']"
6599,"['via', 'sheen', 'capri', 'video', 'sexi', 'kiss', 'porn', 'anderson', 'made', 'charli', 'actress']"
6600,"['fest', 'day', 'bitch', 'mayb']"
6601,"['should', 'what', 'pound', 'steel', 'feather', 'weigh', 'omg', 'more', 'thousand', 'ask', 'retard']"
6602,['faggot']
6603,"['day', 'lol', 'vote', 'segreg', 'prohibit', 'law', 'let', 'crow', 'slaveri', 'woman', 'jim', 'etc', 'p.']"
6604,['dyke']
6605,"['watch', 'bitch', 'dude', 'hey', 'call', 'p.']"
6606,"['twat', 'him', 'dad', 'want', 'a']"
6607,"['around', 'right', 'nig', 'p.']"
6608,"['hoe', 'much', 'act', 'richardson', 'proper', 'finer', 'live', 'oh', 'hell']"
6609,"['especi', 'condescend', 'fail', 'lunch', 'hypocrit', 'ghetto', 'miser', 'crappi', 'school', 'initi']"
6610,['faggot']
6611,"['like', 'teach', 'algebra', 'learn', 'rapper', 'garbag', 'advanc', 'retard']"
6612,"['pussi', 'song', 'saxophon', 'georg', 'know', 'know', 'sexi', 'michael', 'word', 'one']"
6613,"['thank', 'bitch']"
6614,"['call', 'bitch', 'never', 'shit']"
6615,"['bitch', 'lol', 'psycho', 'as', 'real']"
6616,"['hoe', 'dick', 'english', 'learn', 'suck', 'u', 'go', 'grammar']"
6617,"['pussi', 'ur', 'say', 'desper', 'probabl', 'ink']"
6618,"['call', 'much', 'ur', 'guess', 'bitch', 'dog', 'bark', 'i', 'bessi']"
6619,"['pussi', 'what']"
6620,"['not', 'like', 'sound', 'bitch', 'littl', 'polli']"
6621,"['believ', 'said', 'mock', 'no', 'anyth', 'arc', 'opinion', 'ask', 'mock', 'religion']"
6622,"['fag', 'biggest', 'dude', 'nebraska', 'probabl', 'a', 'mao']"
6623,"['trash', 'white', 'stu']"
6624,"['as', 'ur', 'bitch', 'bos']"
6625,"['pussi', 'frustrat', 'fight', 'youth', 'easi', 'get', 'appar', 'i', 'well', 'oh', 'nevermind', 'block', 'littl', 'convers']"
6626,"['faggot', 'bed', 'togeth', 'gayer', 'a']"
6627,"['extra', 'yellow']"
6628,"['yellow', 'even', 'better']"
6629,"['everi', 'song', 'music', 'diaphragm', 'former', 'say', 'play', 'o', 'whose', 'stadium', 'dealer', 'w', 'would', 'nigger', 'work', 'drug', 'bnfl']"
6630,"['agre', 'mention', 'pimp', 'witch', 'wrong', 'ok', 'bossi', 'with', 'nigger', 'call', 'still']"
6631,"['pussi', 'instead', 'bitch', 'press', 'fuck', 'chu', 'get', 'worri', 'dat', 'sum', 'money', 'ruthin']"
6632,"['faggot', 'momma', 'right', 'rais']"
6633,"['hoe', 'yeah', 'as', 'nigra', 'a']"
6634,"['call', 'point', 'nigger']"
6635,"['give', 'someon', 'bitch', 'need', 'ten']"
6636,"['pussi', 'that', 'dick', 'kinda', 'question', 'as', 'fuck', 'sandwich', 'mouth']"
6637,"['grove', 'trash', 'imo']"
6638,"['girl', 'everi', 'bitch', 'girl', 'black', 'stop', 'lighter', 'here', 'imag', 'bodi', 'play', 'need', 'fuck']"
6639,"['bitch', 'lil', 'sta']"
6640,"['think', 'human']"
6641,"['that', 'agre', 'ethiopian', 'as', 'look', 'i', 'back', 'africa', 'take', 'nigger', 'starv']"
6642,"['hoe', 'heard', 'booti', 'tri', 'big', 'chain']"
6643,"['bitch', 'fuck', 'sleev']"
6644,"['ur', 'bitch', 'wwf', 'tumbl']"
6645,"['coon', 'shit', 'faber']"
6646,"['pic', 'fake', 'dismiss', 'tl', 'r', 'get', 'muzzl']"
6647,"['distract', 'mean', 'bitch']"
6648,['faggot']
6649,"['trash', 'peopl', 'subhuman', 'unleash', 'need', 'defend', 'white', 'weapon', 'u']"
6650,"['much', 'act', 'minor', 'crimin', 'racial', 'about', 'color', 'worri', 'traitor', 'inclin', 'would', 'race']"
6651,"['hoe', 'trust', 'lol', 'girl', 'na', 'understand', 'bigger', 'bc', 'first', 'talk', 'think', 'u', 'guy']"
6652,"['trash', 'one', 'shit', 'black', 'univers', 'red', 'white', 'make', 'anyway', 'rest', 'p.']"
6653,"['fuck', 'bitch']"
6654,"['thank', 'fuck', 'i', 'mine', 'point', 'mmm', 'queer', 'time', 'save']"
6655,"['pic', 'bitch', 'chose', 'cough', 'mean', 'one', 'ink', 'p.']"
6656,"['kill', 'yo', 'bitch', 'vibe']"
6657,"['bow', 'bitch']"
6658,"['get', 'fuck', 'bitch', 'money']"
6659,"['spell', 'give', 'thought', 'bitch', 'wrong', 'i', 'oh', 'would', 'push']"
6660,"['abo', 'hand', 'crusti']"
